nome n m c fila run l1 l2 llc cycles inst
CAL 1890815 4657742 215354  1334 15360373 9957348 1047966 5620378253 13633186504
COL 435666 1057066 137384 BINH 379 3490105 2072223 191495 1584616849 4408962325
COL 435666 1057066 137384 BINH 380 3520214 2076946 194935 1589678230 4408959951
COL 435666 1057066 137384 BINH 381 3504459 2083734 196807 1588745445 4408959374
COL 435666 1057066 137384 BINH 381 3510208 2083927 196012 1589970395 4408959659
COL 435666 1057066 137384 BINH 380 3543675 2079141 189546 1588034811 4408959272
COL 435666 1057066 137384 BINH 389 3483423 2064370 196724 1629110522 4408959435
COL 435666 1057066 137384 BINH 380 3508664 2087293 195440 1586111492 4408959066
COL 435666 1057066 137384 BINH 379 3505463 2074942 193326 1585680516 4408959853
COL 435666 1057066 137384 BINH 381 3492134 2067882 193155 1591090017 4408959837
COL 435666 1057066 137384 BINH 380 3521715 2082093 194864 1586589949 4408959375
COL 435666 1057066 137384 2LVBQ 173 4581045 2466313 187671 730033906 1916766006
COL 435666 1057066 137384 2LVBQ 173 4571138 2455110 189351 726518331 1916756174
COL 435666 1057066 137384 2LVBQ 172 4607079 2477870 189288 722672439 1916742282
COL 435666 1057066 137384 2LVBQ 171 4581706 2455157 186506 719948301 1916733788
COL 435666 1057066 137384 2LVBQ 173 4593678 2451436 187270 726586295 1916731866
COL 435666 1057066 137384 2LVBQ 173 4584732 2466731 191984 725617353 1916736531
COL 435666 1057066 137384 2LVBQ 172 4598483 2469029 193757 723294561 1916750806
COL 435666 1057066 137384 2LVBQ 172 4588455 2476562 196242 724140264 1916737978
COL 435666 1057066 137384 2LVBQ 173 4608833 2460323 187226 725322962 1916729306
COL 435666 1057066 137384 2LVBQ 172 4598631 2477528 197529 725461822 1916736609
COL 435666 1057066 137384 3LVBQ 195 3559123 2136151 174600 818224546 2205112407
COL 435666 1057066 137384 3LVBQ 195 3560041 2149798 175994 820015659 2205112149
COL 435666 1057066 137384 3LVBQ 194 3559008 2145268 174765 812598624 2205118649
COL 435666 1057066 137384 3LVBQ 194 3584694 2149768 173489 813279344 2205118562
COL 435666 1057066 137384 3LVBQ 194 3536158 2134646 174776 813814520 2205116292
COL 435666 1057066 137384 3LVBQ 194 3601761 2174599 176015 813784847 2205116218
COL 435666 1057066 137384 3LVBQ 194 3565389 2143975 174268 815736713 2205114867
COL 435666 1057066 137384 3LVBQ 194 3577545 2148174 171276 816528517 2205113232
COL 435666 1057066 137384 3LVBQ 193 3558650 2148067 175981 811087722 2205117739
COL 435666 1057066 137384 3LVBQ 194 3533620 2140565 174762 813247939 2205115336
COL 435666 1057066 137384 4LVBQ 195 3352488 2120945 183686 817494390 2199949160
COL 435666 1057066 137384 4LVBQ 196 3309734 2122789 184782 825736619 2199943540
COL 435666 1057066 137384 4LVBQ 197 3322526 2125423 188460 827783438 2199946274
COL 435666 1057066 137384 4LVBQ 196 3330761 2106289 177940 822321220 2199942482
COL 435666 1057066 137384 4LVBQ 196 3344488 2102791 180604 819623333 2199944566
COL 435666 1057066 137384 4LVBQ 196 3328994 2109285 179974 822334944 2199940794
COL 435666 1057066 137384 4LVBQ 196 3330060 2112956 183521 821773547 2199941073
COL 435666 1057066 137384 4LVBQ 195 3354658 2122925 180576 821083429 2199940037
COL 435666 1057066 137384 4LVBQ 196 3326184 2114106 181192 821657467 2199936282
COL 435666 1057066 137384 4LVBQ 196 3336298 2114282 179216 823854982 2199935613
COL 435666 1057066 137384 2LVBQDK 110 4660713 2404551 205270 475915024 1041235637
COL 435666 1057066 137384 2LVBQDK 111 4669242 2412541 207641 479247015 1041236247
COL 435666 1057066 137384 2LVBQDK 110 4657913 2403462 206242 478255451 1041236308
COL 435666 1057066 137384 2LVBQDK 111 4678432 2414604 207043 477902167 1041236348
